name,age,occupation,location,country,lat,lng,dod,source
Jilem Cesar Méndez Pérez,NA,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Asdrúbal Mendoza,NA,Doctor,Yaracuy,Venezuela,10.339389,-68.81088489999999,NA,medscape
Carlos Mendoza,NA,Doctor,Bolívar,Venezuela,6.3585216,-63.580611,NA,medscape
"Cynthia ""Chi"" Mendoza",68,Retired,Norfolk,United States,36.8507689,-76.28587259999999,NA,medscape
Joel Carpio Mendoza,NA,Doctor,Central Luzon,Philippines,15.079409,120.6199895,NA,medscape
Hilario Francisco Mendoza Ferrer,67,Doctor,Pucallpa,Peru,-8.3928622,-74.5826166,NA,medscape
Eduardo Mendoza Fuentes,NA,Doctor,Chihuahua,Mexico,28.6329957,-106.0691004,NA,medscape
Carlos Manuel Mendoza Gobea,31,Doctor,NA,Panama,8.537981,-80.782127,NA,medscape
Carlos Alberto Mendoza Peña,NA,Doctor,Chalco de Díaz Covarrubias,Mexico,19.26244,-98.8969427,NA,medscape
Sergio Arturo Mendoza Romero,53,Other Medical,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Yuri Mengoa Quintanilla,48,Doctor,Arequipa,Peru,-16.4090474,-71.53745099999999,NA,medscape
Cumandá Mera,NA,Nurse,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Ramiro Mercado Ambriz,NA,Doctor,Baja California,Mexico,30.8406338,-115.2837585,NA,medscape
Zonia Maribel Mercado de Magaña,69,Doctor,San Miguel,El Salvador,13.4792922,-88.1779182,NA,medscape
Agustín Mercado Rivas,NA,Doctor,State of Mexico,Mexico,19.4968732,-99.72326729999999,NA,medscape
Janine Meritet,59,Doctor,Smithtown,United States,40.8559314,-73.2006687,NA,medscape
Assyad Meryem,NA,Doctor,Casablanca,Morocco,33.5731104,-7.589843399999999,NA,medscape
Sandra Mesa Ruiz,NA,Nurse,Cúcuta,Colombia,7.8890971,-72.4966896,NA,medscape
Hernando Tomás Meza,43,Doctor,Santander,Colombia,6.6437076,-73.65362089999999,NA,medscape
José Osmín Meza,68,Other,San Miguel,El Salvador,13.4792922,-88.1779182,NA,medscape
Blanca Irma Meza García,NA,Other,Juticalpa,Honduras,14.6572108,-86.21076719999999,NA,medscape
Tchouamo Michel,50,Doctor,Douala,Cameroon,4.0510564,9.7678687,NA,medscape
Seref Midesiz,NA,Other,İstanbul,Turkey,41.0082376,28.9783589,NA,medscape
Anton Mihailov,52,Doctor,Razgrad,Bulgaria,43.53367189999999,26.5411165,NA,medscape
Hazel P. Mijares,66,Nurse,New York,United States,40.804668,-73.96331289999999,NA,medscape
José Tomás Mijimolle,80,Retired,Madrid,Spain,40.4167754,-3.7037902,NA,medscape
Pedro Antonio Milán Barreiro,56,Doctor,Santiago de Cuba,Cuba,20.01693,-75.8301537,NA,medscape
Sheena Renee Comfort Miles,60,Nurse,Morton,United States,32.3537557,-89.65451709999999,NA,medscape
Cristian Milicin,44,Doctor,Timișoara,Romania,45.7488716,21.2086793,NA,medscape
Geberth Tamayo Millán,60,Doctor,Barinas,Venezuela,8.6231498,-70.2371045,NA,medscape
Héctor Millán Núñez,NA,Doctor,Maracaibo,Venezuela,10.642707,-71.6125366,NA,medscape
Anjanette Miller,NA,Nurse,Chicago,United States,41.8781136,-87.6297982,NA,medscape
Martha del Rocío Minaya Pérez,NA,Doctor,Ciudad de México,Mexico,19.466472,-99.14018879999999,NA,medscape
Juan Antonio Mingorance Espinosa,72,Doctor,Cartagena,Spain,37.6256827,-0.9965839,NA,medscape
Gloria Minor,NA,Nurse,New York,United States,40.7848328,-73.9444135,NA,medscape
Freddy Miquilena,64,Doctor,Zulia,Venezuela,10.2910237,-72.1416132,NA,medscape
Óscar Raúl Miranda Martino,73,Doctor,Piura,Peru,-5.1782884,-80.6548882,NA,medscape
Hossein Ahmad Miri,NA,Doctor,Kashan,Iran,33.9850358,51.4099625,NA,medscape
Sorena Mirmirani,NA,Other Medical,Amol,Iran,36.4676264,52.350694,NA,medscape
Adi Mirsaputra,NA,Unknown,NA,Indonesia,-0.789275,113.921327,NA,medscape
Karamat Mirza,84,Doctor,England,United Kingdom,51.57424469999999,0.4856781,NA,medscape
José Luis Moctezuma Ballinas,NA,Doctor,Baja California Sur,Mexico,26.0444446,-111.6660725,NA,medscape
Jamshid Mohadesi,NA,Doctor,Ramsar,Iran,36.9268274,50.6430658,NA,medscape
Mohammad Mohammadi,NA,Doctor,Rasht,Iran,37.2682177,49.5891233,NA,medscape
Paul Moise,50,Nurse,Perth Amboy,United States,40.5067723,-74.2654234,NA,medscape
Daniel Mojica,NA,Other,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Keila Molaya,NA,Nurse,Maracaibo,Venezuela,10.642707,-71.6125366,NA,medscape
Carlos Molina,NA,Other Medical,San Julian,El Salvador,13.6202692,-89.79311729999999,NA,medscape
Luis Molinares Padilla,83,Doctor,Bogota,Colombia,4.710988599999999,-74.072092,NA,medscape
Francis T. Molinari,70,Doctor,Belleville,United States,40.7936744,-74.15004689999999,NA,medscape
Jose Alfredo Mollinedo Paniagua,70,Doctor,Guatemala City,Guatemala,14.6349149,-90.5068824,NA,medscape
Godwin Molokwu,59,Doctor,Livingston,United States,40.7862871,-74.3300842,NA,medscape
Saeed Momeni,NA,Doctor,Rudsar,Iran,37.1378415,50.2836199,NA,medscape
John Mondello,23,Other Medical,New York,United States,40.7127753,-74.0059728,NA,medscape
Md Moniruzzaman,55,Retired,Dhaka,Bangladesh,23.810332,90.4125181,NA,medscape
Stuart Monk,48,Other Medical,England,United Kingdom,53.4575955,-2.1578377,NA,medscape
Vahid Monsef,NA,Doctor,Rasht,Iran,37.2682177,49.5891233,NA,medscape
Alex Montaner,70,Doctor,Miami,United States,25.7616798,-80.1917902,NA,medscape
Carlos Montangero,79,Doctor,Buenos Aires,Argentina,-34.6036844,-58.3815591,NA,medscape
Jesús Montarroso Martín,64,Doctor,Ciudad Real,Spain,38.9848295,-3.927377799999999,NA,medscape
Edgar Montejo Espinel,NA,Doctor,Aragua,Venezuela,10.0635758,-67.2847875,NA,medscape
Eduardo Montenegro Alfaro,NA,Doctor,NA,Guatemala,15.783471,-90.23075899999999,NA,medscape
Jonathan Montero Huichapeño,33,Nurse,Guanajuato,Mexico,21.0190145,-101.2573586,NA,medscape
Danis José Montero Meléndez,NA,Doctor,Maracaibo,Venezuela,10.642707,-71.6125366,NA,medscape
Lyll Montes,63,Doctor,Barquisimeto,Venezuela,10.0677719,-69.3473509,NA,medscape
Adiel Montgomery,39,Other,New York,United States,40.6781784,-73.9441579,NA,medscape
Hugo Montiel Xilotl,NA,Doctor,Tlaxcala,Mexico,19.318154,-98.2374954,NA,medscape
José Raúl Montoya,NA,Doctor,Itagüí,Colombia,6.1681832,-75.6190324,NA,medscape
Mahmud Monwar,45,Doctor,Dhaka,Bangladesh,23.810332,90.4125181,NA,medscape
Matthew Moore,52,Other Medical,New York,United States,40.5795317,-74.1502007,NA,medscape
Nola Mae Moore,88,Doctor,Shoreline,United States,47.7559659,-122.3456972,NA,medscape
Fouad Ahmed Moqbel,NA,Doctor,Sana'a,Yemen,15.3694451,44.1910066,NA,medscape
Enrique Mora,NA,Doctor,Barinas,Venezuela,8.6231498,-70.2371045,NA,medscape
Ali Sheikh Moradi,NA,Nurse,Rasht,Iran,37.2682177,49.5891233,NA,medscape
Cecilia Gertrudis Morales,NA,Nurse,San Salvador,El Salvador,13.6929403,-89.2181911,NA,medscape
Daniel Morales,39,Nurse,El Paso,United States,31.7618778,-106.4850217,NA,medscape
Gilberto Morales Cárdenas,NA,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Yamileth Morales Duarte,NA,Doctor,Tegucigalpa,Honduras,14.065049,-87.1715002,NA,medscape
José de Jesús Morales Harrison,NA,Doctor,Chiapas,Mexico,16.7569318,-93.12923529999999,NA,medscape
Álvaro Morales Méndez,NA,Doctor,Puebla,Mexico,19.0414398,-98.2062727,NA,medscape
Fernando Morales Mirabeth,NA,Doctor,Chiapas,Mexico,16.7569318,-93.12923529999999,NA,medscape
Jesús Manuel Morales Rubio,61,Doctor,Chihuahua,Mexico,28.6329957,-106.0691004,NA,medscape
"Armando ""El Chilango"" Morales Zavala",NA,Doctor,Quintana Roo,Mexico,19.1817393,-88.4791376,NA,medscape
Ernesto Morán Roque,NA,Nurse,Mexico,Mexico,23.634501,-102.552784,NA,medscape
Udiel Morán Ovalle,NA,Nurse,Chiapas,Mexico,16.7569318,-93.12923529999999,NA,medscape
Rueven Morath,NA,Other Medical,Hackensack,United States,40.8859325,-74.0434736,NA,medscape
Fernando Moreno Cisneros,NA,Doctor,Michoacán,Mexico,19.5665192,-101.7068294,NA,medscape
Ana Marta Concepción Moreno de Araujo,NA,Doctor,San Salvador,El Salvador,13.6929403,-89.2181911,NA,medscape
Ferdinando Moretti,73,Other,Oceanside,United States,40.6387141,-73.6401296,NA,medscape
Héctor Morfe,40,Doctor,Lecheria,Venezuela,10.19062,-64.68660919999999,NA,medscape
Glenford Morgan,60,Other Medical,Hartford,United States,41.7658043,-72.6733723,NA,medscape
Golam Mostafa,NA,Doctor,Medina,Saudi Arabia,24.5246542,39.5691841,NA,medscape
Colleen Mmatsepo Motale,NA,Doctor,Limpopo,South Africa,-23.4012946,29.4179324,NA,medscape
Seyyedeh Azemat Mousavi,NA,Doctor,Sari,Iran,36.5658729,53.0586328,NA,medscape
Alexis de Jesús Moya Alcántara,68,Doctor,Anzoategui,Venezuela,8.5913073,-63.95861110000001,NA,medscape
Mónica Moyano,33,Nurse,Chaco Province,Argentina,-27.4257175,-59.02437839999999,NA,medscape
Heriverto Munar Niño,42,Other Medical,Bogota,Colombia,4.710988599999999,-74.072092,NA,medscape
Edgar Hubrert Munguía López,55,Nurse,Buenos Aires Province,Argentina,-37.2017285,-59.84106969999999,NA,medscape
"Bernardo Edgar ""Tato"" Muñiz",40,Nurse,Río Negro,Argentina,-40.8261434,-63.0266339,NA,medscape
Gustavo Adolfo Munizaga Concha,73,Doctor,Manta,Ecuador,-0.9676533,-80.7089101,NA,medscape
Elvia Muñoz,50,Doctor,Panama City,United States,30.1588129,-85.6602058,NA,medscape
Isabel Muñoz,59,Doctor,Salamanca,Spain,40.9701039,-5.663539699999999,NA,medscape
Adán Muñoz Callejas,NA,Doctor,Merida,Venezuela,8.5698244,-71.1804988,NA,medscape
Daniel Muñoz Diaz,54,Doctor,Cali,Colombia,3.4516467,-76.5319854,NA,medscape
José Manuel Muñoz Hernández,NA,Doctor,Tlaxcala,Mexico,19.318154,-98.2374954,NA,medscape
Anibal Muñoz Mendoza,54,Doctor,Iquitos,Peru,-3.7436735,-73.25163260000001,NA,medscape
"William ""Bill"" Murdock",63,Other,Miami,United States,25.7616798,-80.1917902,NA,medscape
Denise Roxana Murillo Martínez,56,Doctor,San Pedro Sula,Honduras,15.5038827,-88.01386190000001,NA,medscape
Juan Carlos Murillo Rocha,64,Doctor,General Agustín Saavedra,Bolivia,-17.2409537,-63.209107,NA,medscape
Belinda Jane Murphy,73,Other Medical,Scotland,United Kingdom,55.9215065,-3.1357575,NA,medscape
John F. Murray,92,Doctor,San Francisco,United States,37.7749295,-122.4194155,NA,medscape
Seyyed Yousef Musavi,NA,Doctor,Golestan Province,Iran,37.2898123,55.1375834,NA,medscape
Mohamed Musleh Qatanji,56,Doctor,Al Khobar,Saudi Arabia,26.2171906,50.1971381,NA,medscape
Nurettin Mutluergil,NA,Doctor,İstanbul,Turkey,41.0082376,28.9783589,NA,medscape
Víctor Manuel N. (anonymous),63,Doctor,Tabasco,Mexico,17.8409173,-92.6189273,NA,medscape
P. Rajendran Nair,76,Doctor,Muscat,Oman,23.5880307,58.3828717,NA,medscape
Prea Nankieshore,34,Other,New York,United States,40.7290618,-73.8516247,NA,medscape
Sugeily Nava Nape,NA,Nurse,Naucalpan de Juárez,Mexico,19.4630841,-99.245302,NA,medscape
Kimberly Napper,62,Nurse,Madison,United States,32.4618086,-90.1153638,NA,medscape
Darioush Nasseri,NA,Retired,Baltimore,United States,39.2903848,-76.6121893,NA,medscape
Bill Nauta,72,Other Medical,New Jersey,United States,40.0583238,-74.4056612,NA,medscape
Martha Isela Nava,NA,Nurse,Quintana Roo,Mexico,19.1817393,-88.4791376,NA,medscape
Valeriu Neagoe,62,Doctor,Constanța,Romania,44.1598013,28.6348138,NA,medscape
Julio Necuze,50,Doctor,Heredia,Costa Rica,9.9981413,-84.1197643,NA,medscape
Kathy Nelson,61,Nurse,Virginia,United States,37.4315734,-78.6568942,NA,medscape
Jessie Paul Antonio Neri Onofre,27,Doctor,Cuernavaca,Mexico,18.9242095,-99.22156590000002,NA,medscape
Joan Neudecker,60,Nurse,Buffalo,United States,42.88644679999999,-78.8783689,NA,medscape
Iraj Ebrahimi Nezhad,NA,Doctor,Babol,Iran,36.5386629,52.6764543,NA,medscape
Ntombizakithi Ngidi,49,Other Medical,Cape Town,South Africa,-33.9248685,18.4240553,NA,medscape
Reza Kouchaki Nia,NA,Doctor,Rasht,Iran,37.2682177,49.5891233,NA,medscape
Rafael de Jesús Niaves Martin,NA,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Carlos Fabian Nieto,33,Doctor,Bogota,Colombia,4.710988599999999,-74.072092,NA,medscape
Bledi Nini,48,Doctor,Tirana,Albania,41.3275459,19.8186982,NA,medscape
Farid Niruyi,NA,Doctor,Babol,Iran,36.5386629,52.6764543,NA,medscape
Carlos Torres Noé,NA,Other,Duran,Ecuador,-2.168974,-79.8397207,NA,medscape
Ivonne Nolasco Espinosa,NA,Nurse,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Ellen B. Norman,66,Nurse,Chambersburg,United States,39.9440619,-77.6370841,NA,medscape
Veronica Norman,75,Nurse,Washington,United States,38.9071923,-77.0368707,NA,medscape
Younes Norouzi,NA,Doctor,Shahin Shahr,Iran,32.8796692,51.5465539,NA,medscape
Nahid Noshad,NA,Nurse,Gilan Province,Iran,37.2809455,49.5924134,NA,medscape
Paul Novicki,NA,Other Medical,Detroit,United States,42.331427,-83.0457538,NA,medscape
Douglas Aldo Novoa,NA,Doctor,San Salvador,El Salvador,13.7318043,-89.1817079,NA,medscape
Victor Serafimovich Novosyolov,73,Doctor,Moscow,Russia,55.755826,37.6172999,NA,medscape
Lucila Juana Núñez,57,Nurse,Buenos Aires,Argentina,-34.6037618,-58.38171499999999,NA,medscape
Héctor Alfredo Núñez Ocaña,60,Other,Santa Marta,Colombia,11.2403547,-74.2110227,NA,medscape
Fernando Núñez Lazcano,NA,Doctor,Beni Department,Bolivia,-14.3782747,-65.0957792,NA,medscape
Fabián Ramón Núñez Zárate,49,Nurse,San Luis,Argentina,-33.3017267,-66.3377522,NA,medscape
Gladys Nyemba,NA,Nurse,Nottingham,United Kingdom,52.95478319999999,-1.1581086,NA,medscape
Joshua Obra,29,Nurse,Long Beach,United States,33.7700504,-118.1937395,NA,medscape
Grace Ocampo,50,Nurse,New York,United States,40.7127753,-74.0059728,NA,medscape
Lezly Orine Ocampo,31,Nurse,Abu Dhabi,United Arab Emirates,24.453884,54.3773438,NA,medscape
Luis Ángel Ocampo Donair,32,Doctor,El Crucero,Nicaragua,11.9805692,-86.3110516,NA,medscape
Evelyn Ochoa-Celano,63,Other Medical,New York,United States,40.8447819,-73.8648268,NA,medscape
Freda Ocran,50,Nurse,New York,United States,40.855993,-73.8463639,NA,medscape
Edgar Odierna,47,Other,Córdoba,Argentina,-31.42008329999999,-64.1887761,NA,medscape
Donal O'Donoghue,NA,Doctor,Manchester,United Kingdom,53.4807593,-2.2426305,NA,medscape
Oluwayemisi Ogunnubi,59,Nurse,Chicago,United States,41.8781136,-87.6297982,NA,medscape
Jorge Luis Ojeda Leyva,47,Doctor,Sinaloa de Leyva,Mexico,25.8226854,-108.2216704,NA,medscape
Olumide Okunuga,63,Doctor,NA,Italy,41.87194,12.56738,NA,medscape
"Sandra ""Sandy"" Oldfield",53,Other,Fresno,United States,36.7377981,-119.7871247,NA,medscape
Lyle Olgivie,65,Other,Muskegon,United States,43.2341813,-86.24839209999999,NA,medscape
Alberto Basilio Olivares,58,Doctor,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Sergio Olivares Muñoz,76,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Arturo Olvera Martínez,NA,Doctor,Hidalgo,Mexico,20.0910963,-98.7623874,NA,medscape
Gerardo Olivares Piña,65,Doctor,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Isidro Olivera,NA,Nurse,Ciudad Madero,Argentina,-34.6906082,-58.50204400000001,NA,medscape
Lugand Olivier,58,Other,Saint-Germain-en-Laye,France,48.898908,2.093761,NA,medscape
Ibrahim Ornek,56,Doctor,İstanbul,Turkey,41.0082376,28.9783589,NA,medscape
Jesús Onofre Oliveros,NA,Doctor,Tamaulipas,Mexico,24.26694,-98.8362755,NA,medscape
Turk Mustafa Oral,68,Doctor,İzmir,Turkey,38.423734,27.142826,NA,medscape
Daniel Orellana,39,Nurse,Entre Rios,Argentina,-31.7746654,-60.49564609999999,NA,medscape
Eduardo Orellana Giler,NA,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
José Luis Orendain,62,Doctor,Santiago,Mexico,25.4166153,-100.1591213,NA,medscape
Pamela Ann Orlando,56,Nurse,Ridgewood,United States,40.9792645,-74.11653129999999,NA,medscape
Gabriela Ornelas Pacheco,49,Doctor,Michoacán,Mexico,19.5665192,-101.7068294,NA,medscape
Jesús Abraham Orozco Ortega,32,Nurse,Baja California Sur,Mexico,26.0444446,-111.6660725,NA,medscape
José René Orozco Osorio,64,Retired,Chihuahua,Mexico,28.6329957,-106.0691004,NA,medscape
Rafael Orozco Toledo,NA,Doctor,State of Mexico,Mexico,19.4968732,-99.72326729999999,NA,medscape
Emilio Ortega Consuegra,NA,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Liliana Ortega Miranda,45,Doctor,Comas,Peru,-11.9150865,-77.04784819999999,NA,medscape
Michael Ortega Peluffo,31,Doctor,Atlantico,Colombia,10.6966159,-74.8741045,NA,medscape
Ephraim Neal C. Orteza,64,Doctor,Parañaque,Philippines,14.4793095,121.0198229,NA,medscape
José Luis Ortiz,NA,Other Medical,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Teresa Ortiz,53,Other Medical,Bayamón,Puerto Rico,18.389396,-66.1653224,NA,medscape
Ernesto Ortiz Cala,68,Doctor,Santander,Colombia,6.6437076,-73.65362089999999,NA,medscape
José Inés Ortíz Castillo,52,Doctor,Coahuila,Mexico,27.058676,-101.7068294,NA,medscape
Eloísa Ortiz García,NA,Doctor,Morelos,Mexico,18.6813049,-99.1013498,NA,medscape
Rosa María Ortiz Gómez,NA,Other,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Javier Ortiz González,NA,Doctor,Zacatecas,Mexico,22.7708555,-102.5832426,NA,medscape
Carol Ortiz Gutiérrez,NA,Doctor,Santiago Metropolitan Region,Chile,-33.4488897,-70.6692655,NA,medscape
Javier Ortíz Miranda,27,Other,Martín Coronado,Argentina,-34.5861027,-58.59366290000001,NA,medscape
Agustín Ortiz Martínez,NA,Doctor,San Juan Bautista Tuxtepec,Mexico,18.0809028,-96.1420947,NA,medscape
José Antonio Ortiz Morales,NA,Doctor,Guerrero,Mexico,17.4391926,-99.54509739999999,NA,medscape
Herbert Ortuño Vallejos,NA,Doctor,Beni Department,Bolivia,-14.3782747,-65.0957792,NA,medscape
Alfredo Oseguera Licona,NA,Doctor,Sabana Grande,Honduras,13.8093174,-87.2593454,NA,medscape
Ángel Oso Cantero,85,Doctor,Madrid,Spain,40.4167754,-3.7037902,NA,medscape
Olmar Osorio Hernández,NA,Other Medical,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Yenni Osto,NA,Nurse,Ciudad Bolívar,Venezuela,8.088279100000001,-63.5535552,NA,medscape
Natasha Ott,39,Other,New Orleans,United States,29.95106579999999,-90.0715323,NA,medscape
Feriha Oz,87,Doctor,İstanbul,Turkey,41.0082376,28.9783589,NA,medscape
María Ozaeta,35,Nurse,Chihuahua,Mexico,28.6329957,-106.0691004,NA,medscape
Cemal Ozkan,74,Doctor,Denizli,Turkey,37.7830159,29.0963328,NA,medscape
Mustafa Ozlu,35,Doctor,Kahramanmaraş,Turkey,37.5752755,36.9228223,NA,medscape
César Andrés Pacheco,NA,Doctor,Meta,Colombia,3.2719904,-73.087749,NA,medscape
Manny Pacheco,62,Nurse,Mandaluyong,Philippines,14.5794443,121.0359174,NA,medscape
Jorge Antonio Pachano,NA,Doctor,Zulia,Venezuela,10.2910237,-72.1416132,NA,medscape
Joyce Pacubas-Le Blanc,53,Nurse,Chicago,United States,41.8781136,-87.6297982,NA,medscape
Hernando Padilla,NA,Doctor,Barranquilla,Colombia,11.0041072,-74.80698129999999,NA,medscape
SI Padmavati,10,Doctor,NA,India,20.593684,78.96288,NA,medscape
Luis Modesto Páez Montalvo,70,Other,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
David Jonathan Pagaduan,49,Doctor,Parañaque,Philippines,14.4793095,121.0198229,NA,medscape
Janine Paiste-Ponder,59,Nurse,Oakland,United States,37.8043514,-122.2711639,NA,medscape
José Napoleon Palacios,NA,Other Medical,Mejicanos,El Salvador,13.7344714,-89.2179286,NA,medscape
Fabián Arturo Palacios Pulido,48,Other Medical,Barranquilla,Colombia,11.0041072,-74.80698129999999,NA,medscape
Faye Marie Luna Palafox,NA,Nurse,Manila,Philippines,14.577721500000001,120.9856154,NA,medscape
Oscar Roberto Palma Mosco,NA,Other Medical,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Jitendra Nath Pande,78,Doctor,New Delhi,India,28.6139391,77.2090212,NA,medscape
Neli Pandova,61,Unknown,Sofia,Bulgaria,42.6977082,23.3218675,NA,medscape
Luis Alberto Panduro Rengifo,NA,Doctor,Iquitos,Peru,-3.7436735,-73.25163260000001,NA,medscape
Alexis Panetta,40,Nurse,Santa Marta,Colombia,11.2403547,-74.2110227,NA,medscape
Laurentius Panggabean,57,Other,Jakarta,Indonesia,-6.2087634,106.84559900000001,NA,medscape
Shatrughan Panjwani,62,Doctor,Indore,India,22.7195687,75.8577258,NA,medscape
Carlos Parada,NA,Doctor,San Pedro Sula,Honduras,15.5038827,-88.01386190000001,NA,medscape
Alicia Vicencio Paran,71,Nurse,Secaucus,United States,40.7895453,-74.05652979999999,NA,medscape
José Humberto Paredes Abanto,NA,Doctor,Callao Region,Peru,-12.0463731,-77.042754,NA,medscape
Jonny Andrés Paredes Ortega,30,Nurse,North Santander,Colombia,7.9462831,-72.8988069,NA,medscape
Yanira Paruta,NA,Other Medical,Anzoategui,Venezuela,8.5913073,-63.95861110000001,NA,medscape
Milan Parvanov,NA,Doctor,Gotse Delchev,Bulgaria,41.5728211,23.7282719,NA,medscape
Sefik Pasagic,61,Other,Sarajevo,Bosnia and Herzegovina,43.8562586,18.4130763,NA,medscape
Arvin Pascual,44,Nurse,Manila,Philippines,14.5995124,120.9842195,NA,medscape
Mustafa Kamal Pasha,62,Doctor,Punjab,Pakistan,31.1704063,72.7097161,NA,medscape
Rustico Pasig,66,Nurse,New York,United States,40.7282239,-73.7948516,NA,medscape
Alejandro Passarelli,59,Doctor,Río Negro,Argentina,-40.8261434,-63.0266339,NA,medscape
Yusuf Ismail Patel,61,Doctor,London,United Kingdom,51.5073509,-0.1277583,NA,medscape
Angelo Patsalis,63,Doctor,Detroit,United States,42.331427,-83.0457538,NA,medscape
Tomas Pattugalan,70,Doctor,New York,United States,40.7282239,-73.7948516,NA,medscape
"Jaime Mauro ""Chinito"" Paulino Cotrina",66,Doctor,Callao Region,Peru,-12.0463731,-77.042754,NA,medscape
Omark Kadota Payán,39,Doctor,La Paz,Mexico,24.1426408,-110.3127531,NA,medscape
